Case.ID,Task.Label,Timestamp,Salary,Amount,Coverage,Cost,AssessmentType,AssessmentCost,Result
1848,SubmitLoanApplication,2018-10-31T20:36:17.031+11:00,70000,80000,,,,,
1848,CheckCareer,2018-10-31T21:07:48.031+11:00,,,4,,,,
1848,CheckMedicalHistory,2018-10-31T22:22:42.031+11:00,,,,90,,,
1848,AssessApplication,2018-10-31T22:49:36.031+11:00,,,,,Simple,30,
1848,NotifyOutcome,2018-10-31T23:18:53.031+11:00,,,,,,,Accepted
1849,SubmitLoanApplication,2018-11-01T00:09:01.031+11:00,55000,67000,,,,,
1849,CheckCareer,2018-11-01T01:22:38.031+11:00,,,4,,,,
1849,CheckMedicalHistory,2018-11-01T01:32:51.031+11:00,,,,10,,,
1849,AssessApplication,2018-11-01T01:59:09.031+11:00,,,,,Simple,80,
1849,NotifyOutcome,2018-11-01T02:51:49.031+11:00,,,,,,,Accepted
1850,SubmitLoanApplication,2018-11-01T03:40:18.031+11:00,69000,68000,,,,,
1850,CheckCareer,2018-11-01T05:08:54.031+11:00,,,5,,,,
1850,CheckMedicalHistory,2018-11-01T05:38:21.031+11:00,,,,90,,,
1850,AssessApplication,2018-11-01T05:54:52.031+11:00,,,,,Simple,100,
1850,NotifyOutcome,2018-11-01T06:05:15.031+11:00,,,,,,,Accepted
1851,SubmitLoanApplication,2018-11-01T07:37:38.031+11:00,40000,53000,,,,,
1851,CheckCareer,2018-11-01T07:41:27.031+11:00,,,4,,,,
1851,CheckMedicalHistory,2018-11-01T07:48:52.031+11:00,,,,50,,,
1851,AssessApplication,2018-11-01T08:38:56.031+11:00,,,,,Simple,10,
1851,NotifyOutcome,2018-11-01T11:24:41.031+11:00,,,,,,,Accepted
1852,SubmitLoanApplication,2018-11-01T11:43:06.031+11:00,33000,89000,,,,,
1852,CheckCareer,2018-11-01T12:47:56.031+11:00,,,1,,,,
1852,CheckMedicalHistory,2018-11-01T13:11:17.031+11:00,,,,70,,,
1852,AssessApplication,2018-11-01T13:40:57.031+11:00,,,,,Simple,80,
1852,NotifyOutcome,2018-11-01T14:35:31.031+11:00,,,,,,,Accepted
1853,SubmitLoanApplication,2018-11-01T15:33:34.031+11:00,55000,62000,,,,,
1853,CheckCareer,2018-11-01T17:28:13.031+11:00,,,3,,,,
1853,CheckMedicalHistory,2018-11-01T17:38:52.031+11:00,,,,70,,,
1853,AssessApplication,2018-11-01T18:31:05.031+11:00,,,,,Simple,100,
1853,NotifyOutcome,2018-11-01T19:12:22.031+11:00,,,,,,,Accepted
1854,SubmitLoanApplication,2018-11-01T19:50:08.031+11:00,61000,99000,,,,,
1854,CheckCareer,2018-11-01T20:22:40.031+11:00,,,2,,,,
1854,CheckMedicalHistory,2018-11-01T20:45:18.031+11:00,,,,20,,,
1854,AssessApplication,2018-11-01T21:08:37.031+11:00,,,,,Simple,70,
1854,NotifyOutcome,2018-11-01T21:57:39.031+11:00,,,,,,,Accepted
1855,SubmitLoanApplication,2018-11-02T00:07:43.031+11:00,32000,55000,,,,,
1855,CheckCareer,2018-11-02T02:01:06.031+11:00,,,1,,,,
1855,CheckMedicalHistory,2018-11-02T02:15:53.031+11:00,,,,80,,,
1855,AssessApplication,2018-11-02T02:27:26.031+11:00,,,,,Simple,100,
1855,NotifyOutcome,2018-11-02T03:12:01.031+11:00,,,,,,,Accepted
1856,SubmitLoanApplication,2018-11-02T04:01:46.031+11:00,50000,57000,,,,,
1856,CheckCareer,2018-11-02T05:04:17.031+11:00,,,2,,,,
1856,CheckMedicalHistory,2018-11-02T05:30:05.031+11:00,,,,50,,,
1856,AssessApplication,2018-11-02T05:44:42.031+11:00,,,,,Simple,30,
1856,NotifyOutcome,2018-11-02T06:34:38.031+11:00,,,,,,,Accepted
1857,SubmitLoanApplication,2018-11-02T08:44:15.031+11:00,37000,60000,,,,,
1857,CheckCareer,2018-11-02T08:46:45.031+11:00,,,2,,,,
1857,CheckMedicalHistory,2018-11-02T09:24:37.031+11:00,,,,40,,,
1857,AssessApplication,2018-11-02T09:40:46.031+11:00,,,,,Simple,30,
1857,NotifyOutcome,2018-11-02T10:17:16.031+11:00,,,,,,,Accepted
1858,SubmitLoanApplication,2018-11-02T13:32:47.031+11:00,48000,84000,,,,,
1858,CheckCareer,2018-11-02T13:34:16.031+11:00,,,4,,,,
1858,CheckMedicalHistory,2018-11-02T13:35:56.031+11:00,,,,90,,,
1858,AssessApplication,2018-11-02T15:00:32.031+11:00,,,,,Simple,30,
1858,NotifyOutcome,2018-11-02T15:19:33.031+11:00,,,,,,,Accepted
1859,SubmitLoanApplication,2018-11-02T15:51:57.031+11:00,48000,59000,,,,,
1859,CheckCareer,2018-11-02T16:01:58.031+11:00,,,3,,,,
1859,CheckMedicalHistory,2018-11-02T18:29:49.031+11:00,,,,30,,,
1859,AssessApplication,2018-11-02T18:37:01.031+11:00,,,,,Simple,70,
1859,NotifyOutcome,2018-11-02T18:50:50.031+11:00,,,,,,,Accepted
1860,SubmitLoanApplication,2018-11-02T20:07:09.031+11:00,41000,85000,,,,,
1860,CheckCareer,2018-11-02T20:27:08.031+11:00,,,4,,,,
1860,CheckMedicalHistory,2018-11-02T20:38:13.031+11:00,,,,80,,,
1860,AssessApplication,2018-11-02T22:34:43.031+11:00,,,,,Simple,90,
1860,NotifyOutcome,2018-11-02T23:19:50.031+11:00,,,,,,,Accepted
1861,SubmitLoanApplication,2018-11-02T23:56:38.031+11:00,39000,87000,,,,,
1861,CheckCareer,2018-11-03T00:04:33.031+11:00,,,5,,,,
1861,CheckMedicalHistory,2018-11-03T01:12:13.031+11:00,,,,80,,,
1861,AssessApplication,2018-11-03T01:18:58.031+11:00,,,,,Simple,100,
1861,NotifyOutcome,2018-11-03T02:10:40.031+11:00,,,,,,,Accepted
1862,SubmitLoanApplication,2018-11-03T03:31:10.031+11:00,70000,86000,,,,,
1862,CheckCareer,2018-11-03T03:38:35.031+11:00,,,3,,,,
1862,CheckMedicalHistory,2018-11-03T04:28:51.031+11:00,,,,40,,,
1862,AssessApplication,2018-11-03T04:39:48.031+11:00,,,,,Simple,60,
1862,NotifyOutcome,2018-11-03T05:40:47.031+11:00,,,,,,,Accepted
1863,SubmitLoanApplication,2018-11-03T07:49:00.031+11:00,32000,82000,,,,,
1863,CheckCareer,2018-11-03T08:15:49.031+11:00,,,3,,,,
1863,CheckMedicalHistory,2018-11-03T08:27:51.031+11:00,,,,100,,,
1863,AssessApplication,2018-11-03T10:38:07.031+11:00,,,,,Simple,20,
1863,NotifyOutcome,2018-11-03T11:28:50.031+11:00,,,,,,,Accepted
1864,SubmitLoanApplication,2018-11-03T11:35:24.031+11:00,56000,88000,,,,,
1864,CheckCareer,2018-11-03T12:26:03.031+11:00,,,3,,,,
1864,CheckMedicalHistory,2018-11-03T13:27:51.031+11:00,,,,80,,,
1864,AssessApplication,2018-11-03T13:41:41.031+11:00,,,,,Simple,70,
1864,NotifyOutcome,2018-11-03T14:24:30.031+11:00,,,,,,,Accepted
1865,SubmitLoanApplication,2018-11-03T16:35:38.031+11:00,32000,28000,,,,,
1865,CheckCareer,2018-11-03T16:42:12.031+11:00,,,3,,,,
1865,CheckMedicalHistory,2018-11-03T17:18:37.031+11:00,,,,80,,,
1865,AssessApplication,2018-11-03T18:00:10.031+11:00,,,,,Simple,60,
1865,NotifyOutcome,2018-11-03T18:31:39.031+11:00,,,,,,,Accepted
1866,SubmitLoanApplication,2018-11-03T19:41:48.031+11:00,88000,37000,,,,,
1866,CheckCareer,2018-11-03T19:46:36.031+11:00,,,2,,,,
1866,CheckMedicalHistory,2018-11-03T20:33:39.031+11:00,,,,10,,,
1866,AssessApplication,2018-11-03T21:58:17.031+11:00,,,,,Simple,70,
1866,NotifyOutcome,2018-11-03T22:46:25.031+11:00,,,,,,,Accepted
1867,SubmitLoanApplication,2018-11-04T00:07:50.031+11:00,60000,43000,,,,,
1867,CheckCareer,2018-11-04T00:44:03.031+11:00,,,3,,,,
1867,CheckMedicalHistory,2018-11-04T01:07:00.031+11:00,,,,60,,,
1867,NotifyOutcome,2018-11-04T01:53:19.031+11:00,,,,,,,Accepted
1867,AssessApplication,2018-11-04T02:14:42.031+11:00,,,,,Simple,70,
1868,SubmitLoanApplication,2018-11-04T03:34:13.031+11:00,47000,61000,,,,,
1868,CheckCareer,2018-11-04T03:47:32.031+11:00,,,1,,,,
1868,CheckMedicalHistory,2018-11-04T05:52:48.031+11:00,,,,70,,,
1868,NotifyOutcome,2018-11-04T06:00:33.031+11:00,,,,,,,Rejected
1868,AssessApplication,2018-11-04T06:48:58.031+11:00,,,,,Simple,40,
1869,SubmitLoanApplication,2018-11-04T07:53:34.031+11:00,66000,75000,,,,,
1869,CheckCareer,2018-11-04T08:07:22.031+11:00,,,2,,,,
1869,CheckMedicalHistory,2018-11-04T08:10:28.031+11:00,,,,100,,,
1869,NotifyOutcome,2018-11-04T09:52:49.031+11:00,,,,,,,Rejected
1869,AssessApplication,2018-11-04T10:15:41.031+11:00,,,,,Simple,50,
1870,SubmitLoanApplication,2018-11-04T14:05:49.031+11:00,31000,56000,,,,,
1870,CheckCareer,2018-11-04T14:08:40.031+11:00,,,1,,,,
1870,CheckMedicalHistory,2018-11-04T14:10:24.031+11:00,,,,20,,,
1870,NotifyOutcome,2018-11-04T14:20:49.031+11:00,,,,,,,Rejected
1870,AssessApplication,2018-11-04T14:58:29.031+11:00,,,,,Simple,40,
1871,SubmitLoanApplication,2018-11-04T16:26:38.031+11:00,35000,98000,,,,,
1871,CheckCareer,2018-11-04T16:26:59.031+11:00,,,3,,,,
1871,CheckMedicalHistory,2018-11-04T18:09:50.031+11:00,,,,100,,,
1871,NotifyOutcome,2018-11-04T18:10:27.031+11:00,,,,,,,Rejected
1871,AssessApplication,2018-11-04T19:13:40.031+11:00,,,,,Simple,80,
1872,SubmitLoanApplication,2018-11-04T20:33:54.031+11:00,35000,79000,,,,,
1872,CheckCareer,2018-11-04T20:43:21.031+11:00,,,5,,,,
1872,CheckMedicalHistory,2018-11-04T21:47:43.031+11:00,,,,10,,,
1872,NotifyOutcome,2018-11-04T22:50:27.031+11:00,,,,,,,Rejected
1872,AssessApplication,2018-11-04T23:14:25.031+11:00,,,,,Simple,60,
1873,SubmitLoanApplication,2018-11-04T23:47:58.031+11:00,35000,66000,,,,,
1873,CheckCareer,2018-11-04T23:48:43.031+11:00,,,5,,,,
1873,CheckMedicalHistory,2018-11-05T01:48:01.031+11:00,,,,60,,,
1873,NotifyOutcome,2018-11-05T02:21:30.031+11:00,,,,,,,Rejected
1873,AssessApplication,2018-11-05T02:40:58.031+11:00,,,,,Simple,20,
1874,SubmitLoanApplication,2018-11-05T04:18:23.031+11:00,46000,52000,,,,,
1874,CheckCareer,2018-11-05T05:29:18.031+11:00,,,5,,,,
1874,CheckMedicalHistory,2018-11-05T05:34:05.031+11:00,,,,100,,,
1874,NotifyOutcome,2018-11-05T06:23:28.031+11:00,,,,,,,Rejected
1874,AssessApplication,2018-11-05T07:25:30.031+11:00,,,,,Simple,50,
1875,SubmitLoanApplication,2018-11-05T08:17:20.031+11:00,44000,51000,,,,,
1875,CheckCareer,2018-11-05T08:20:22.031+11:00,,,2,,,,
1875,CheckMedicalHistory,2018-11-05T08:50:24.031+11:00,,,,20,,,
1875,NotifyOutcome,2018-11-05T09:23:46.031+11:00,,,,,,,Rejected
1875,AssessApplication,2018-11-05T10:47:47.031+11:00,,,,,Simple,40,
1876,SubmitLoanApplication,2018-11-05T11:54:01.031+11:00,64000,65000,,,,,
1876,CheckCareer,2018-11-05T13:39:20.031+11:00,,,3,,,,
1876,CheckMedicalHistory,2018-11-05T13:42:20.031+11:00,,,,50,,,
1876,NotifyOutcome,2018-11-05T13:45:52.031+11:00,,,,,,,Rejected
1876,AssessApplication,2018-11-05T13:52:06.031+11:00,,,,,Simple,70,
1877,SubmitLoanApplication,2018-11-05T15:31:24.031+11:00,29000,93000,,,,,
1877,CheckCareer,2018-11-05T17:27:26.031+11:00,,,2,,,,
1877,CheckMedicalHistory,2018-11-05T17:41:02.031+11:00,,,,70,,,
1877,NotifyOutcome,2018-11-05T19:01:37.031+11:00,,,,,,,Rejected
1877,AssessApplication,2018-11-05T19:30:34.031+11:00,,,,,Simple,10,
1878,SubmitLoanApplication,2018-11-05T19:59:11.031+11:00,51000,70000,,,,,
1878,CheckCareer,2018-11-05T20:09:52.031+11:00,,,4,,,,
1878,CheckMedicalHistory,2018-11-05T20:34:28.031+11:00,,,,100,,,
1878,NotifyOutcome,2018-11-05T22:35:07.031+11:00,,,,,,,Rejected
1878,AssessApplication,2018-11-05T23:15:14.031+11:00,,,,,Simple,60,
1879,SubmitLoanApplication,2018-11-06T00:15:50.031+11:00,70000,74000,,,,,
1879,CheckCareer,2018-11-06T00:23:56.031+11:00,,,1,,,,
1879,CheckMedicalHistory,2018-11-06T00:54:30.031+11:00,,,,90,,,
1879,NotifyOutcome,2018-11-06T01:24:55.031+11:00,,,,,,,Rejected
1879,AssessApplication,2018-11-06T02:13:23.031+11:00,,,,,Simple,60,
1880,SubmitLoanApplication,2018-11-06T04:14:14.031+11:00,29000,76000,,,,,
1880,CheckCareer,2018-11-06T04:24:43.031+11:00,,,4,,,,
1880,CheckMedicalHistory,2018-11-06T05:47:31.031+11:00,,,,80,,,
1880,NotifyOutcome,2018-11-06T06:08:22.031+11:00,,,,,,,Rejected
1880,AssessApplication,2018-11-06T07:09:55.031+11:00,,,,,Simple,60,
1881,SubmitLoanApplication,2018-11-06T07:35:18.031+11:00,35000,95000,,,,,
1881,CheckCareer,2018-11-06T07:47:43.031+11:00,,,2,,,,
1881,CheckMedicalHistory,2018-11-06T08:05:56.031+11:00,,,,40,,,
1881,NotifyOutcome,2018-11-06T10:32:49.031+11:00,,,,,,,Rejected
1881,AssessApplication,2018-11-06T11:26:15.031+11:00,,,,,Simple,30,
1882,SubmitLoanApplication,2018-11-06T12:26:34.031+11:00,65000,78000,,,,,
1882,CheckCareer,2018-11-06T13:20:59.031+11:00,,,2,,,,
1882,CheckMedicalHistory,2018-11-06T13:23:02.031+11:00,,,,90,,,
1882,NotifyOutcome,2018-11-06T14:13:21.031+11:00,,,,,,,Rejected
1882,AssessApplication,2018-11-06T15:17:27.031+11:00,,,,,Simple,60,
1883,SubmitLoanApplication,2018-11-06T15:33:36.031+11:00,66000,72000,,,,,
1883,CheckCareer,2018-11-06T16:50:05.031+11:00,,,3,,,,
1883,CheckMedicalHistory,2018-11-06T17:40:45.031+11:00,,,,90,,,
1883,NotifyOutcome,2018-11-06T17:50:08.031+11:00,,,,,,,Rejected
1883,AssessApplication,2018-11-06T18:42:48.031+11:00,,,,,Simple,20,
1884,SubmitLoanApplication,2018-11-06T19:41:47.031+11:00,27000,97000,,,,,
1884,CheckCareer,2018-11-06T19:53:25.031+11:00,,,1,,,,
1884,CheckMedicalHistory,2018-11-06T19:59:04.031+11:00,,,,10,,,
1884,NotifyOutcome,2018-11-06T21:18:50.031+11:00,,,,,,,Rejected
1884,AssessApplication,2018-11-06T23:05:56.031+11:00,,,,,Simple,30,
1885,SubmitLoanApplication,2018-11-06T23:46:25.031+11:00,52000,91000,,,,,
1885,CheckCareer,2018-11-06T23:49:57.031+11:00,,,4,,,,
1885,CheckMedicalHistory,2018-11-07T02:43:15.031+11:00,,,,20,,,
1885,NotifyOutcome,2018-11-07T03:14:48.031+11:00,,,,,,,Rejected
1885,AssessApplication,2018-11-07T03:28:31.031+11:00,,,,,Simple,20,
1886,SubmitLoanApplication,2018-11-07T04:04:39.031+11:00,34000,92000,,,,,
1886,CheckCareer,2018-11-07T04:31:54.031+11:00,,,1,,,,
1886,CheckMedicalHistory,2018-11-07T05:50:45.031+11:00,,,,60,,,
1886,NotifyOutcome,2018-11-07T06:30:20.031+11:00,,,,,,,Rejected
1886,AssessApplication,2018-11-07T06:44:37.031+11:00,,,,,Simple,80,
1887,SubmitLoanApplication,2018-11-07T09:03:28.031+11:00,39000,71000,,,,,
1887,CheckCareer,2018-11-07T09:10:57.031+11:00,,,2,,,,
1887,CheckMedicalHistory,2018-11-07T10:03:14.031+11:00,,,,60,,,
1887,NotifyOutcome,2018-11-07T10:38:45.031+11:00,,,,,,,Rejected
1887,AssessApplication,2018-11-07T11:30:33.031+11:00,,,,,Simple,50,
1888,SubmitLoanApplication,2018-11-07T13:43:15.031+11:00,27000,54000,,,,,
1888,CheckCareer,2018-11-07T13:57:54.031+11:00,,,3,,,,
1888,CheckMedicalHistory,2018-11-07T14:14:48.031+11:00,,,,100,,,
1888,NotifyOutcome,2018-11-07T14:26:11.031+11:00,,,,,,,Rejected
1888,AssessApplication,2018-11-07T14:39:36.031+11:00,,,,,Simple,60,
1889,SubmitLoanApplication,2018-11-07T16:43:39.031+11:00,43000,90000,,,,,
1889,CheckCareer,2018-11-07T17:04:08.031+11:00,,,1,,,,
1889,CheckMedicalHistory,2018-11-07T17:58:55.031+11:00,,,,60,,,
1889,NotifyOutcome,2018-11-07T18:08:19.031+11:00,,,,,,,Rejected
1889,AssessApplication,2018-11-07T19:03:53.031+11:00,,,,,Simple,30,
1890,SubmitLoanApplication,2018-11-07T19:52:41.031+11:00,43000,73000,,,,,
1890,CheckCareer,2018-11-07T21:15:34.031+11:00,,,3,,,,
1890,CheckMedicalHistory,2018-11-07T21:29:25.031+11:00,,,,50,,,
1890,NotifyOutcome,2018-11-07T22:27:11.031+11:00,,,,,,,Rejected
1890,AssessApplication,2018-11-07T23:06:30.031+11:00,,,,,Simple,90,
1891,SubmitLoanApplication,2018-11-08T00:48:45.031+11:00,43000,77000,,,,,
1891,CheckCareer,2018-11-08T01:30:41.031+11:00,,,5,,,,
1891,CheckMedicalHistory,2018-11-08T02:24:53.031+11:00,,,,50,,,
1891,NotifyOutcome,2018-11-08T03:07:43.031+11:00,,,,,,,Rejected
1891,AssessApplication,2018-11-08T03:22:18.031+11:00,,,,,Simple,60,
1892,SubmitLoanApplication,2018-11-08T03:35:42.031+11:00,68000,96000,,,,,
1892,CheckCareer,2018-11-08T03:47:06.031+11:00,,,3,,,,
1892,CheckMedicalHistory,2018-11-08T04:09:26.031+11:00,,,,80,,,
1892,NotifyOutcome,2018-11-08T04:53:52.031+11:00,,,,,,,Rejected
1892,AssessApplication,2018-11-08T05:59:39.031+11:00,,,,,Simple,80,
1893,SubmitLoanApplication,2018-11-08T09:15:47.031+11:00,67000,58000,,,,,
1893,CheckCareer,2018-11-08T09:26:05.031+11:00,,,1,,,,
1893,CheckMedicalHistory,2018-11-08T10:21:34.031+11:00,,,,70,,,
1893,NotifyOutcome,2018-11-08T11:12:12.031+11:00,,,,,,,Rejected
1893,AssessApplication,2018-11-08T11:29:01.031+11:00,,,,,Simple,80,
1894,SubmitLoanApplication,2018-11-08T12:38:50.031+11:00,67000,64000,,,,,
1894,CheckCareer,2018-11-08T13:02:28.031+11:00,,,4,,,,
1894,CheckMedicalHistory,2018-11-08T13:05:22.031+11:00,,,,90,,,
1894,NotifyOutcome,2018-11-08T13:48:13.031+11:00,,,,,,,Rejected
1894,AssessApplication,2018-11-08T14:26:00.031+11:00,,,,,Simple,60,
1895,SubmitLoanApplication,2018-11-08T17:02:34.031+11:00,28000,63000,,,,,
1895,CheckCareer,2018-11-08T17:30:58.031+11:00,,,3,,,,
1895,CheckMedicalHistory,2018-11-08T18:16:33.031+11:00,,,,10,,,
1895,NotifyOutcome,2018-11-08T18:16:48.031+11:00,,,,,,,Rejected
1895,AssessApplication,2018-11-08T19:14:03.031+11:00,,,,,Simple,50,
1896,SubmitLoanApplication,2018-11-08T20:37:59.031+11:00,47000,80000,,,,,
1896,CheckCareer,2018-11-08T20:57:33.031+11:00,,,3,,,,
1896,CheckMedicalHistory,2018-11-08T22:34:02.031+11:00,,,,100,,,
1896,NotifyOutcome,2018-11-08T22:37:33.031+11:00,,,,,,,Rejected
1896,AssessApplication,2018-11-08T23:24:57.031+11:00,,,,,Simple,80,
1897,SubmitLoanApplication,2018-11-08T23:56:06.031+11:00,70000,67000,,,,,
1897,CheckCareer,2018-11-09T00:05:20.031+11:00,,,4,,,,
1897,CheckMedicalHistory,2018-11-09T00:46:47.031+11:00,,,,60,,,
1897,NotifyOutcome,2018-11-09T00:58:49.031+11:00,,,,,,,Rejected
1897,AssessApplication,2018-11-09T01:07:30.031+11:00,,,,,Simple,20,
1898,SubmitLoanApplication,2018-11-09T03:49:19.031+11:00,29000,68000,,,,,
1898,CheckCareer,2018-11-09T04:44:49.031+11:00,,,4,,,,
1898,CheckMedicalHistory,2018-11-09T05:06:32.031+11:00,,,,90,,,
1898,NotifyOutcome,2018-11-09T06:02:10.031+11:00,,,,,,,Rejected
1898,AssessApplication,2018-11-09T06:46:03.031+11:00,,,,,Simple,90,
1899,SubmitLoanApplication,2018-11-09T08:05:48.031+11:00,28000,53000,,,,,
1899,CheckCareer,2018-11-09T08:58:04.031+11:00,,,2,,,,
1899,CheckMedicalHistory,2018-11-09T09:43:20.031+11:00,,,,10,,,
1899,NotifyOutcome,2018-11-09T09:52:41.031+11:00,,,,,,,Rejected
1899,AssessApplication,2018-11-09T10:33:04.031+11:00,,,,,Simple,20,
1900,SubmitLoanApplication,2018-11-09T11:34:34.031+11:00,32000,89000,,,,,
1900,CheckCareer,2018-11-09T11:54:42.031+11:00,,,4,,,,
1900,CheckMedicalHistory,2018-11-09T12:04:16.031+11:00,,,,50,,,
1900,NotifyOutcome,2018-11-09T13:09:13.031+11:00,,,,,,,Rejected
1900,AssessApplication,2018-11-09T13:55:19.031+11:00,,,,,Simple,70,
1901,SubmitLoanApplication,2018-11-09T15:54:01.031+11:00,44000,62000,,,,,
1901,CheckCareer,2018-11-09T16:10:45.031+11:00,,,4,,,,
1901,CheckMedicalHistory,2018-11-09T17:56:30.031+11:00,,,,70,,,
1901,NotifyOutcome,2018-11-09T18:44:36.031+11:00,,,,,,,Rejected
1901,AssessApplication,2018-11-09T18:54:06.031+11:00,,,,,Simple,50,
1902,SubmitLoanApplication,2018-11-09T19:50:36.031+11:00,67000,99000,,,,,
1902,CheckCareer,2018-11-09T20:14:44.031+11:00,,,1,,,,
1902,CheckMedicalHistory,2018-11-09T21:35:26.031+11:00,,,,70,,,
1902,NotifyOutcome,2018-11-09T21:52:52.031+11:00,,,,,,,Rejected
1902,AssessApplication,2018-11-09T23:19:54.031+11:00,,,,,Simple,40,
1903,SubmitLoanApplication,2018-11-10T00:01:47.031+11:00,44000,55000,,,,,
1903,CheckCareer,2018-11-10T01:25:56.031+11:00,,,4,,,,
1903,CheckMedicalHistory,2018-11-10T02:42:59.031+11:00,,,,30,,,
1903,NotifyOutcome,2018-11-10T03:03:49.031+11:00,,,,,,,Rejected
1903,AssessApplication,2018-11-10T03:18:47.031+11:00,,,,,Simple,20,
1904,SubmitLoanApplication,2018-11-10T03:46:47.031+11:00,64000,57000,,,,,
1904,CheckCareer,2018-11-10T04:13:38.031+11:00,,,3,,,,
1904,CheckMedicalHistory,2018-11-10T04:38:17.031+11:00,,,,10,,,
1904,NotifyOutcome,2018-11-10T05:44:15.031+11:00,,,,,,,Rejected
1904,AssessApplication,2018-11-10T07:06:12.031+11:00,,,,,Simple,70,
1905,SubmitLoanApplication,2018-11-10T07:40:07.031+11:00,30000,60000,,,,,
1905,CheckCareer,2018-11-10T07:42:59.031+11:00,,,4,,,,
1905,CheckMedicalHistory,2018-11-10T10:48:22.031+11:00,,,,80,,,
1905,NotifyOutcome,2018-11-10T10:49:56.031+11:00,,,,,,,Rejected
1905,AssessApplication,2018-11-10T10:58:16.031+11:00,,,,,Simple,30,
1906,SubmitLoanApplication,2018-11-10T12:00:24.031+11:00,69000,84000,,,,,
1906,CheckCareer,2018-11-10T14:06:07.031+11:00,,,3,,,,
1906,CheckMedicalHistory,2018-11-10T14:21:28.031+11:00,,,,20,,,
1906,NotifyOutcome,2018-11-10T14:34:03.031+11:00,,,,,,,Rejected
1906,AssessApplication,2018-11-10T14:55:05.031+11:00,,,,,Simple,80,
1907,SubmitLoanApplication,2018-11-10T16:11:32.031+11:00,61000,59000,,,,,
1907,CheckCareer,2018-11-10T17:28:33.031+11:00,,,4,,,,
1907,CheckMedicalHistory,2018-11-10T17:41:27.031+11:00,,,,80,,,
1907,NotifyOutcome,2018-11-10T19:13:07.031+11:00,,,,,,,Rejected
1907,AssessApplication,2018-11-10T19:28:24.031+11:00,,,,,Simple,10,
1908,SubmitLoanApplication,2018-11-10T20:22:01.031+11:00,44000,85000,,,,,
1908,CheckCareer,2018-11-10T20:42:54.031+11:00,,,5,,,,
1908,CheckMedicalHistory,2018-11-10T21:24:38.031+11:00,,,,60,,,
1908,NotifyOutcome,2018-11-10T22:29:52.031+11:00,,,,,,,Rejected
1908,AssessApplication,2018-11-10T23:11:58.031+11:00,,,,,Simple,30,
1909,SubmitLoanApplication,2018-11-11T00:24:21.031+11:00,40000,83000,,,,,
1909,CheckCareer,2018-11-11T00:52:25.031+11:00,,,4,,,,
1909,CheckMedicalHistory,2018-11-11T01:16:42.031+11:00,,,,100,,,
1909,NotifyOutcome,2018-11-11T02:26:58.031+11:00,,,,,,,Rejected
1909,AssessApplication,2018-11-11T02:56:22.031+11:00,,,,,Simple,80,
1910,SubmitLoanApplication,2018-11-11T03:31:45.031+11:00,50000,87000,,,,,
1910,CheckCareer,2018-11-11T05:37:05.031+11:00,,,5,,,,
1910,CheckMedicalHistory,2018-11-11T06:52:52.031+11:00,,,,10,,,
1910,NotifyOutcome,2018-11-11T07:06:36.031+11:00,,,,,,,Rejected
1910,AssessApplication,2018-11-11T07:29:53.031+11:00,,,,,Simple,100,
1911,SubmitLoanApplication,2018-11-11T07:51:54.031+11:00,48000,86000,,,,,
1911,CheckCareer,2018-11-11T08:13:01.031+11:00,,,4,,,,
1911,CheckMedicalHistory,2018-11-11T08:58:22.031+11:00,,,,60,,,
1911,NotifyOutcome,2018-11-11T09:52:32.031+11:00,,,,,,,Rejected
1911,AssessApplication,2018-11-11T10:52:44.031+11:00,,,,,Simple,90,
1912,SubmitLoanApplication,2018-11-11T11:57:18.031+11:00,64000,82000,,,,,
1912,CheckCareer,2018-11-11T12:15:21.031+11:00,,,5,,,,
1912,CheckMedicalHistory,2018-11-11T12:33:01.031+11:00,,,,50,,,
1912,NotifyOutcome,2018-11-11T13:24:35.031+11:00,,,,,,,Rejected
1912,AssessApplication,2018-11-11T14:11:12.031+11:00,,,,,Simple,20,
1913,SubmitLoanApplication,2018-11-11T15:53:24.031+11:00,36000,88000,,,,,
1913,CheckCareer,2018-11-11T16:06:42.031+11:00,,,5,,,,
1913,CheckMedicalHistory,2018-11-11T18:29:01.031+11:00,,,,20,,,
1913,NotifyOutcome,2018-11-11T18:47:34.031+11:00,,,,,,,Rejected
1913,AssessApplication,2018-11-11T19:18:27.031+11:00,,,,,Simple,100,
1914,SubmitLoanApplication,2018-11-11T19:31:08.031+11:00,64000,81000,,,,,
1914,CheckCareer,2018-11-11T20:11:59.031+11:00,,,4,,,,
1914,CheckMedicalHistory,2018-11-11T20:21:26.031+11:00,,,,100,,,
1914,NotifyOutcome,2018-11-11T21:53:55.031+11:00,,,,,,,Rejected
1914,AssessApplication,2018-11-11T22:41:38.031+11:00,,,,,Simple,20,
1915,SubmitLoanApplication,2018-11-11T23:46:30.031+11:00,36000,81000,,,,,
1915,CheckCareer,2018-11-12T00:05:34.031+11:00,,,5,,,,
1915,CheckMedicalHistory,2018-11-12T01:56:44.031+11:00,,,,60,,,
1915,NotifyOutcome,2018-11-12T02:15:59.031+11:00,,,,,,,Accepted
1915,AssessApplication,2018-11-12T02:55:31.031+11:00,,,,,Simple,30,
1916,SubmitLoanApplication,2018-11-12T03:34:01.031+11:00,38000,94000,,,,,
